,tumor_state,resistance_state,treatment_state,tumor_beliefs,resistance_beliefs,treatment_beliefs,policy,expected_utility,expected_info_gain,expected_states_under_best_policy,resistance_entropy
35,3,5,treat,"[6.93189622e-23 1.41572415e-05 4.74980829e-02 8.33837452e-01
 1.18476865e-01 1.73443197e-04]","[1.56273393e-08 3.56702357e-07 3.93331986e-06 2.79667869e-05
 1.44516103e-04 9.99823211e-01]",[1.86340616e-32 1.00000000e+00],"[[1 1 1]
 [1 1 1]
 [1 1 1]
 [1 1 1]]",-29.939187885229455,2.6542472983115495,"[array([array([1.98240123e-06, 6.65980866e-03, 1.46211528e-01, 5.44955167e-01,
              2.73589300e-01, 2.85822145e-02])                               ,
       array([7.81366967e-09, 1.86164848e-07, 2.14501111e-06, 1.59500534e-05,
              8.62414449e-05, 9.99895470e-01])                               ,
       array([0., 1.])], dtype=object), array([array([0.00093399, 0.02460146, 0.16855061, 0.41126385, 0.3044103 ,
              0.09023979])                                               ,
       array([3.90683483e-09, 9.69892590e-08, 1.16558798e-06, 9.04753224e-06,
              5.10957492e-05, 9.99938590e-01])                               ,
       array([0., 1.])], dtype=object), array([array([0.00415427, 0.0390756 , 0.16798554, 0.33805315, 0.30006883,
              0.15066261])                                               ,
       array([1.95341742e-09, 5.04480469e-08, 6.31288619e-07, 5.10656011e-06,
              3.00716407e-05, 9.99964138e-01])                               ,
       array([0., 1.])], dtype=object), array([array([0.00862805, 0.04874266, 0.16085785, 0.29191931, 0.28826729,
              0.20158483])                                               ,
       array([9.76708709e-10, 2.62007322e-08, 3.40868333e-07, 2.86892436e-06,
              1.75891004e-05, 9.99979174e-01])                               ,
       array([0., 1.])], dtype=object)]",0.0018023499872224145
36,3,5,treat,"[4.50706163e-22 1.96200379e-05 5.20617655e-02 8.48959490e-01
 9.88655737e-02 9.35507781e-05]","[7.81366977e-09 1.86164848e-07 2.14501111e-06 1.59500534e-05
 8.62414449e-05 9.99895470e-01]",[1.82216969e-32 1.00000000e+00],"[[1 1 1]
 [1 1 1]
 [1 1 1]
 [1 1 1]]",-29.160071340240304,2.6460953253064137,"[array([array([2.74712132e-06, 7.30164995e-03, 1.51150526e-01, 5.52684307e-01,
              2.65053262e-01, 2.38075074e-02])                               ,
       array([3.90683488e-09, 9.69892591e-08, 1.16558798e-06, 9.04753224e-06,
              5.10957492e-05, 9.99938590e-01])                               ,
       array([0., 1.])], dtype=object), array([array([0.00102439, 0.02569014, 0.17284589, 0.41604676, 0.30030687,
              0.08408594])                                               ,
       array([1.95341744e-09, 5.04480470e-08, 6.31288619e-07, 5.10656011e-06,
              3.00716407e-05, 9.99964138e-01])                               ,
       array([0., 1.])], dtype=object), array([array([0.0043753 , 0.04037303, 0.17157831, 0.34147491, 0.29781206,
              0.1443864 ])                                               ,
       array([9.76708721e-10, 2.62007322e-08, 3.40868333e-07, 2.86892436e-06,
              1.75891004e-05, 9.99979174e-01])                               ,
       array([0., 1.])], dtype=object), array([array([0.00897758, 0.05010278, 0.16387528, 0.29458702, 0.286811  ,
              0.19564633])                                               ,
       array([4.88354361e-10, 1.35887205e-08, 1.83534533e-07, 1.60489635e-06,
              1.02290124e-05, 9.99987968e-01])                               ,
       array([0., 1.])], dtype=object)]",0.0011188168072079822
37,2,5,treat,"[1.79348747e-08 6.15388070e-03 5.50036060e-01 4.42710716e-01
 1.09932557e-03 1.26877389e-17]","[3.90683498e-09 9.69892592e-08 1.16558798e-06 9.04753224e-06
 5.10957492e-05 9.99938590e-01]",[2.90967506e-32 1.00000000e+00],"[[1 1 1]
 [1 1 1]
 [1 1 1]
 [1 1 1]]",-18.663461638969242,2.910589742416479,"[array([array([8.61614915e-04, 8.08256084e-02, 4.04479974e-01, 4.06638609e-01,
              1.06930360e-01, 2.63833696e-04])                               ,
       array([1.95341749e-09, 5.04480471e-08, 6.31288619e-07, 5.10656011e-06,
              3.00716407e-05, 9.99964138e-01])                               ,
       array([0., 1.])], dtype=object), array([array([0.01197086, 0.10694782, 0.32710591, 0.36415974, 0.16392574,
              0.02588993])                                               ,
       array([9.76708746e-10, 2.62007323e-08, 3.40868333e-07, 2.86892436e-06,
              1.75891004e-05, 9.99979174e-01])                               ,
       array([0., 1.])], dtype=object), array([array([0.0240709 , 0.11497631, 0.27945592, 0.32723348, 0.19265618,
              0.06160721])                                               ,
       array([4.88354373e-10, 1.35887205e-08, 1.83534533e-07, 1.60489635e-06,
              1.02290124e-05, 9.99987968e-01])                               ,
       array([0., 1.])], dtype=object), array([array([0.0343908 , 0.11618653, 0.24666989, 0.29692583, 0.20660753,
              0.09921942])                                               ,
       array([2.44177187e-10, 7.03853745e-09, 9.85616266e-08, 8.94215441e-07,
              5.91695437e-06, 9.99993083e-01])                               ,
       array([0., 1.])], dtype=object)]",0.0006889619666890653
38,1,5,treat,"[1.15197021e-03 4.59708990e-01 5.34831515e-01 4.30752430e-03
 8.93926865e-17 2.20562270e-19]","[1.95341759e-09 5.04480472e-08 6.31288619e-07 5.10656011e-06
 3.00716407e-05 9.99964138e-01]",[3.30086108e-32 1.00000000e+00],"[[1 1 1]
 [1 1 1]
 [1 1 1]
 [1 1 1]]",-11.244807877582637,2.840683414481853,"[array([array([6.52372786e-02, 3.60173948e-01, 4.42526019e-01, 1.31028959e-01,
              1.03379571e-03, 2.16437171e-17])                               ,
       array([9.76708796e-10, 2.62007324e-08, 3.40868333e-07, 2.86892436e-06,
              1.75891004e-05, 9.99979174e-01])                               ,
       array([0., 1.])], dtype=object), array([array([1.00005916e-01, 3.00919099e-01, 3.79151057e-01, 1.87588095e-01,
              3.20877235e-02, 2.48109566e-04])                               ,
       array([4.88354398e-10, 1.35887206e-08, 1.83534533e-07, 1.60489635e-06,
              1.02290124e-05, 9.99987968e-01])                               ,
       array([0., 1.])], dtype=object), array([array([0.1181338 , 0.26365271, 0.33355628, 0.21179272, 0.06495009,
              0.0079144 ])                                               ,
       array([2.44177199e-10, 7.03853750e-09, 9.85616266e-08, 8.94215441e-07,
              5.91695437e-06, 9.99993083e-01])                               ,
       array([0., 1.])], dtype=object), array([array([0.12669339, 0.23851481, 0.29973243, 0.2204578 , 0.0922072 ,
              0.02239437])                                               ,
       array([1.22088600e-10, 3.64135735e-09, 5.28000821e-08, 4.96388534e-07,
              3.40558490e-06, 9.99996041e-01])                               ,
       array([0., 1.])], dtype=object)]",0.0004210871416598698
39,1,5,treat,"[3.20396951e-02 7.52507460e-01 2.14942985e-01 5.09859967e-04
 3.17468168e-19 3.73555505e-32]","[9.76708896e-10 2.62007325e-08 3.40868333e-07 2.86892437e-06
 1.75891004e-05 9.99979174e-01]",[2.11347184e-32 1.00000000e+00],"[[1 1 1]
 [1 1 1]
 [1 1 1]
 [1 1 1]]",-10.229076800932758,2.6721505813607624,"[array([array([1.29703643e-01, 5.04335444e-01, 3.13936411e-01, 5.19021364e-02,
              1.22365699e-04, 7.61919287e-20])                               ,
       array([4.88354448e-10, 1.35887207e-08, 1.83534533e-07, 1.60489635e-06,
              1.02290124e-05, 9.99987968e-01])                               ,
       array([0., 1.])], dtype=object), array([array([1.69182754e-01, 3.87767893e-01, 3.22946753e-01, 1.07540895e-01,
              1.25323387e-02, 2.93676719e-05])                               ,
       array([2.44177224e-10, 7.03853757e-09, 9.85616267e-08, 8.94215441e-07,
              5.91695437e-06, 9.99993083e-01])                               ,
       array([0., 1.])], dtype=object), array([array([0.18286688, 0.32623253, 0.30834675, 0.14593691, 0.03358392,
              0.00303301])                                               ,
       array([1.22088612e-10, 3.64135740e-09, 5.28000822e-08, 4.96388534e-07,
              3.40558490e-06, 9.99996041e-01])                               ,
       array([0., 1.])], dtype=object), array([array([0.18465162, 0.28932079, 0.28990186, 0.16918574, 0.05627146,
              0.01066852])                                               ,
       array([6.10443060e-11, 1.88172300e-09, 2.82207198e-08, 2.74594308e-07,
              1.95098672e-06, 9.99997744e-01])                               ,
       array([0., 1.])], dtype=object)]",0.00025556117436251186
40,2,5,treat,"[5.25987994e-04 2.64028437e-01 7.09620798e-01 2.58244621e-02
 3.15250670e-07 3.31286870e-32]","[4.88354548e-10 1.35887208e-08 1.83534533e-07 1.60489635e-06
 1.02290124e-05 9.99987968e-01]",[2.24819806e-32 1.00000000e+00],"[[1 1 1]
 [1 1 1]
 [1 1 1]
 [1 1 1]]",-12.118297262729703,2.844819191752289,"[array([array([3.73642147e-02, 2.63171800e-01, 5.06946244e-01, 1.86319620e-01,
              6.19804615e-03, 7.56599141e-08])                               ,
       array([2.44177274e-10, 7.03853767e-09, 9.85616268e-08, 8.94215441e-07,
              5.91695437e-06, 9.99993083e-01])                               ,
       array([0., 1.])], dtype=object), array([array([0.06524115, 0.24310676, 0.40355242, 0.23805266, 0.04855942,
              0.00148759])                                               ,
       array([1.22088637e-10, 3.64135747e-09, 5.28000823e-08, 4.96388534e-07,
              3.40558490e-06, 9.99996041e-01])                               ,
       array([0., 1.])], dtype=object), array([array([0.08361838, 0.22288155, 0.34187544, 0.25124339, 0.08744766,
              0.01293358])                                               ,
       array([6.10443185e-11, 1.88172305e-09, 2.82207199e-08, 2.74594308e-07,
              1.95098672e-06, 9.99997744e-01])                               ,
       array([0., 1.])], dtype=object), array([array([0.09475347, 0.20611759, 0.3006284 , 0.25006361, 0.11632662,
              0.0321103 ])                                               ,
       array([3.05221593e-11, 9.71383687e-10, 1.50512215e-08, 1.51407514e-07,
              1.11279051e-06, 9.99998720e-01])                               ,
       array([0., 1.])], dtype=object)]",0.00015408233748172168
41,2,5,treat,"[2.25118185e-02 6.74528098e-01 3.02070668e-01 8.89414886e-04
 2.33497614e-18 2.85031911e-23]","[2.44177374e-10 7.03853777e-09 9.85616269e-08 8.94215441e-07
 5.91695437e-06 9.99993083e-01]",[2.37272145e-32 1.00000000e+00],"[[1 1 1]
 [1 1 1]
 [1 1 1]
 [1 1 1]]",-10.495226550854186,2.750733221033217,"[array([array([1.11543632e-01, 4.65900054e-01, 3.49294594e-01, 7.30482615e-02,
              2.13459174e-04, 5.60417738e-19])                               ,
       array([1.22088687e-10, 3.64135757e-09, 5.28000824e-08, 4.96388534e-07,
              3.40558490e-06, 9.99996041e-01])                               ,
       array([0., 1.])], dtype=object), array([array([1.49999475e-01, 3.64529769e-01, 3.38605223e-01, 1.29150395e-01,
              1.76639087e-02, 5.12301470e-05])                               ,
       array([6.10443435e-11, 1.88172313e-09, 2.82207200e-08, 2.74594308e-07,
              1.95098672e-06, 9.99997744e-01])                               ,
       array([0., 1.])], dtype=object), array([array([0.16503391, 0.30941308, 0.31550336, 0.16381138, 0.04195487,
              0.00428339])                                               ,
       array([3.05221718e-11, 9.71383737e-10, 1.50512215e-08, 1.51407514e-07,
              1.11279051e-06, 9.99998720e-01])                               ,
       array([0., 1.])], dtype=object), array([array([0.16874368, 0.27561474, 0.29280479, 0.18315751, 0.06592641,
              0.01375288])                                               ,
       array([1.52610859e-11, 5.00952954e-10, 8.01130264e-09, 8.32293678e-08,
              6.32099014e-07, 9.99999276e-01])                               ,
       array([0., 1.])], dtype=object)]",9.232505339809525e-05
42,3,5,treat,"[1.05832763e-16 5.72801658e-03 5.19042066e-01 4.74908008e-01
 3.21909818e-04 1.37357385e-18]","[1.22088787e-10 3.64135767e-09 5.28000825e-08 4.96388534e-07
 3.40558490e-06 9.99996041e-01]",[3.2559616e-32 1.0000000e+00],"[[1 1 1]
 [1 1 1]
 [1 1 1]
 [1 1 1]]",-19.06862450180196,2.909380426383563,"[array([array([8.01925744e-04, 7.62175676e-02, 3.89668031e-01, 4.19057833e-01,
              1.14177384e-01, 7.72582739e-05])                               ,
       array([6.10443935e-11, 1.88172323e-09, 2.82207201e-08, 2.74594308e-07,
              1.95098672e-06, 9.99997744e-01])                               ,
       array([0., 1.])], dtype=object), array([array([0.01127995, 0.102001  , 0.31855455, 0.36932092, 0.17137459,
              0.027469  ])                                               ,
       array([3.05221968e-11, 9.71383812e-10, 1.50512216e-08, 1.51407514e-07,
              1.11279051e-06, 9.99998720e-01])                               ,
       array([0., 1.])], dtype=object), array([array([0.02285292, 0.11054549, 0.27368901, 0.32942447, 0.19873488,
              0.06475322])                                               ,
       array([1.52610984e-11, 5.00953004e-10, 8.01130273e-09, 8.32293679e-08,
              6.32099014e-07, 9.99999276e-01])                               ,
       array([0., 1.])], dtype=object), array([array([0.0328446 , 0.11233939, 0.24233755, 0.29775141, 0.21134293,
              0.10338413])                                               ,
       array([7.63054919e-12, 2.58107051e-10, 4.25612787e-09, 4.56203353e-08,
              3.57664191e-07, 9.99999592e-01])                               ,
       array([0., 1.])], dtype=object)]",5.499899211894253e-05
43,3,5,treat,"[2.18855561e-19 2.69534689e-04 1.66553416e-01 7.83649114e-01
 4.95276319e-02 3.03541462e-07]","[6.10444935e-11 1.88172333e-09 2.82207202e-08 2.74594308e-07
 1.95098672e-06 9.99997744e-01]",[2.00954959e-32 1.00000000e+00],"[[1 1 1]
 [1 1 1]
 [1 1 1]
 [1 1 1]]",-25.78781758439373,2.76651885796929,"[array([array([3.77349479e-05, 2.34846463e-02, 2.13038916e-01, 5.32768979e-01,
              2.18782838e-01, 1.18868855e-02])                               ,
       array([3.05222468e-11, 9.71383912e-10, 1.50512217e-08, 1.51407514e-07,
              1.11279051e-06, 9.99998720e-01])                               ,
       array([0., 1.])], dtype=object), array([array([0.00331653, 0.04439502, 0.21230818, 0.41207567, 0.26517401,
              0.06273058])                                               ,
       array([1.52611234e-11, 5.00953079e-10, 8.01130283e-09, 8.32293680e-08,
              6.32099014e-07, 9.99999276e-01])                               ,
       array([0., 1.])], dtype=object), array([array([0.00873587, 0.05804405, 0.1999765 , 0.34356523, 0.2720883 ,
              0.11759004])                                               ,
       array([7.63056169e-12, 2.58107101e-10, 4.25612795e-09, 4.56203354e-08,
              3.57664191e-07, 9.99999592e-01])                               ,
       array([0., 1.])], dtype=object), array([array([0.01476543, 0.06608064, 0.18601515, 0.29909717, 0.267613  ,
              0.16642862])                                               ,
       array([3.81528084e-12, 1.32868831e-10, 2.25711753e-09, 2.49382317e-08,
              2.01642263e-07, 9.99999771e-01])                               ,
       array([0., 1.])], dtype=object)]",3.258407752287261e-05
44,4,5,treat,"[1.59480599e-20 9.92540246e-18 1.12896217e-03 3.64113428e-01
 6.26895400e-01 7.86220945e-03]","[3.05223468e-11 9.71384012e-10 1.50512218e-08 1.51407514e-07
 1.11279051e-06 9.99998720e-01]",[2.53237722e-32 1.00000000e+00],"[[1 1 1]
 [1 1 1]
 [1 1 1]
 [1 1 1]]",-49.59711856779155,2.5269088511668016,"[array([array([1.40167878e-18, 1.58054920e-04, 5.16759064e-02, 3.13786713e-01,
              4.77162983e-01, 1.57216343e-01])                               ,
       array([1.52611734e-11, 5.00953179e-10, 8.01130293e-09, 8.32293681e-08,
              6.32099014e-07, 9.99999276e-01])                               ,
       array([0., 1.])], dtype=object), array([array([2.21277060e-05, 7.33262654e-03, 7.60071658e-02, 2.73752827e-01,
              3.93160121e-01, 2.49725132e-01])                               ,
       array([7.63058669e-12, 2.58107176e-10, 4.25612805e-09, 4.56203355e-08,
              3.57664191e-07, 9.99999592e-01])                               ,
       array([0., 1.])], dtype=object), array([array([0.00104339, 0.01519255, 0.08720968, 0.2430109 , 0.34442147,
              0.30912202])                                               ,
       array([3.81529334e-12, 1.32868881e-10, 2.25711762e-09, 2.49382318e-08,
              2.01642263e-07, 9.99999771e-01])                               ,
       array([0., 1.])], dtype=object), array([array([0.00291993, 0.02187915, 0.09173775, 0.21981609, 0.31514101,
              0.34850607])                                               ,
       array([1.90764667e-12, 6.83420874e-11, 1.19499325e-09, 1.35976747e-08,
              1.13290248e-07, 9.99999872e-01])                               ,
       array([0., 1.])], dtype=object)]",1.9204687990164412e-05
45,5,5,treat,"[4.82174107e-32 7.51565370e-20 2.45723585e-17 2.25077544e-03
 3.68243018e-01 6.29506207e-01]","[1.52612734e-11 5.00953279e-10 8.01130303e-09 8.32293682e-08
 6.32099014e-07 9.99999276e-01]",[2.20874376e-32 1.00000000e+00],"[[0 0 0]
 [1 1 1]
 [1 1 1]
 [1 1 1]]",-87.8245714520302,1.540472553550996,"[array([array([3.37521875e-32, 5.26095759e-20, 1.72231979e-17, 1.57554281e-03,
              2.58445345e-01, 7.39979112e-01])                               ,
       array([4.53014466e-10, 7.06379999e-09, 7.37398840e-08, 5.62853816e-07,
              8.73839804e-01, 1.26159552e-01])                               ,
       array([1., 0.])], dtype=object), array([array([1.38014759e-20, 4.54723452e-18, 4.13324300e-04, 6.86666558e-02,
              3.36588860e-01, 5.94331160e-01])                               ,
       array([2.26507233e-10, 3.75840723e-09, 4.04018420e-08, 3.18296850e-07,
              4.36920183e-01, 5.63079454e-01])                               ,
       array([0., 1.])], dtype=object), array([array([9.25613123e-19, 8.31479971e-05, 1.40554099e-02, 1.07972751e-01,
              3.31160914e-01, 5.46727778e-01])                               ,
       array([1.13253616e-10, 1.99245723e-09, 2.20801246e-08, 1.79349346e-07,
              2.18460251e-01, 7.81539546e-01])                               ,
       array([0., 1.])], dtype=object), array([array([1.41837578e-05, 2.44773338e-03, 2.69060510e-02, 1.24736060e-01,
              3.17293585e-01, 5.28602387e-01])                               ,
       array([5.66268082e-11, 1.05285542e-09, 1.20362909e-08, 1.00714735e-07,
              1.09230215e-01, 8.90769671e-01])                               ,
       array([0., 1.])], dtype=object)]",1.1263810997518031e-05
